Date of Breach,Organization,Country,Industry,Type of Breach,Data Compromised,People Affected,Cause,Measures Taken,Attack Vector,Duration of Breach (Days),Detection Method,Time to Contain (Days),Financial Impact (Million $),Legal Actions Taken,Regulatory Fines (Million $),Compensation to Users,Public Trust Impact,Employee Involvement,Encryption Status,Third-party Involvement,CISO Resignation,Stock Price Impact (%),Lawsuits Filed,Recovery Cost (Million $),Breach Announced,User Notification
2022-02-22,Google,China,Government,Data Leak,"Credit Cards, Medical Records",264472,Data Leak,Security Patch,API Vulnerability,3465,Internal Audit,7,279.17,Yes,15.64,No,Low,Accidental,Encrypted,Yes,Yes,-43.2,27,114.58,Never Disclosed,Not Notified
2002-09-10,Marriott,Russia,Retail,Unpatched Software,"SSNs, Phone Numbers, Medical Records",5595602,Unpatched Software,Public Disclosure,Social Engineering,2032,Law Enforcement,88,488.69,Yes,24.92,No,Medium,Accidental,Partially Encrypted,No,No,4.18,35,113.08,Delayed,Email
2014-09-09,Target,Russia,Telecom,Malware,"Passwords, Phone Numbers",7209852,Malware,Public Disclosure,USB Drive,1539,External Report,33,173.31,No,17.49,No,Low,None,Unencrypted,Yes,No,-5.25,4,36.26,Delayed,Not Notified
2017-12-05,Equifax,Canada,Telecom,Malware,Credit Cards,9329936,Malware,Increased Monitoring,Social Engineering,2791,External Report,42,112.11,Yes,33.79,Yes,Medium,Malicious,Partially Encrypted,Yes,No,-36.69,100,97.94,Immediately,Email
2021-06-24,Facebook,India,Finance,Ransomware,"Passwords, Medical Records, SSNs",3475029,Ransomware,Legal Action,Social Engineering,1251,Security Tool,70,157.33,No,19.16,Yes,High,Accidental,Partially Encrypted,Yes,No,-18.0,48,56.75,Delayed,Email
2013-07-24,Target,USA,Finance,Unpatched Software,"Usernames, Passwords",7127860,Unpatched Software,Public Disclosure,Web Exploit,3103,Security Tool,59,305.41,No,2.66,No,Low,None,Encrypted,Yes,Yes,-1.65,42,146.36,Immediately,Press Release
2020-10-03,Google,Australia,Hospitality,Phishing,Emails,2654870,Phishing,Increased Monitoring,Cloud Misconfig,1080,Law Enforcement,20,423.06,No,12.2,No,Low,None,Encrypted,No,No,-5.9,72,238.82,Immediately,Not Notified
2018-11-06,Marriott,Canada,Healthcare,Phishing,"Emails, Phone Numbers, Usernames",6957538,Phishing,Public Disclosure,Social Engineering,2582,Law Enforcement,46,191.95,No,3.18,No,Medium,Malicious,Encrypted,Yes,No,-26.73,31,242.9,Immediately,Email
2016-04-22,LinkedIn,Russia,Healthcare,Phishing,"Medical Records, Phone Numbers",2908052,Phishing,Security Patch,Email,1479,Internal Audit,100,323.97,No,42.91,Yes,High,Accidental,Unencrypted,Yes,Yes,-9.74,54,264.31,Delayed,Press Release
2004-06-30,Yahoo,France,Government,Weak Passwords,"SSNs, Phone Numbers",1851203,Weak Passwords,Legal Action,Web Exploit,3414,External Report,9,222.57,No,25.67,No,Medium,Accidental,Partially Encrypted,No,Yes,-8.52,67,36.76,Never Disclosed,Not Notified
2015-01-12,Google,China,Retail,Weak Passwords,Credit Cards,685420,Weak Passwords,Fined,USB Drive,2033,External Report,12,138.17,Yes,7.79,No,Medium,Accidental,Encrypted,No,Yes,2.79,77,187.89,Delayed,Not Notified
2003-11-10,Google,Australia,Education,Data Leak,"SSNs, Medical Records",2137416,Data Leak,Security Patch,Email,1803,Internal Audit,80,318.55,No,41.49,Yes,Low,Accidental,Encrypted,Yes,No,-13.42,90,290.11,Immediately,Not Notified
2022-07-13,Target,Russia,Retail,Malware,Credit Cards,7982700,Malware,Increased Monitoring,Web Exploit,402,Security Tool,98,438.35,Yes,6.93,No,Low,None,Partially Encrypted,Yes,No,3.06,53,263.04,Immediately,Email
2014-08-02,Adobe,USA,Retail,Insider Threat,Usernames,2054414,Insider Threat,Increased Monitoring,API Vulnerability,186,Internal Audit,9,25.18,No,36.01,No,Low,Malicious,Unencrypted,No,Yes,-19.84,87,254.75,Immediately,Email
2008-07-12,Facebook,China,Education,Insider Threat,SSNs,4120891,Insider Threat,Security Patch,Email,39,Law Enforcement,96,213.77,No,20.75,No,High,Malicious,Encrypted,Yes,No,-1.89,20,164.83,Delayed,Press Release
2000-11-18,Facebook,USA,Government,Phishing,"Medical Records, Credit Cards",5518785,Phishing,Increased Monitoring,API Vulnerability,2654,Security Tool,97,489.4,No,28.1,No,Medium,Malicious,Encrypted,Yes,No,-42.19,94,129.04,Delayed,SMS
2019-01-21,Adobe,Germany,Finance,Weak Passwords,Phone Numbers,3541766,Weak Passwords,Legal Action,API Vulnerability,3632,Security Tool,66,186.84,No,40.85,Yes,High,None,Unencrypted,No,No,-40.06,85,207.57,Delayed,Press Release
2006-10-01,Target,Brazil,Hospitality,Malware,"Emails, Usernames, Phone Numbers",420449,Malware,Fined,Web Exploit,2180,Law Enforcement,35,30.03,No,17.43,Yes,Medium,None,Unencrypted,No,No,-0.51,16,118.11,Immediately,Press Release
2010-09-14,Uber,Germany,Retail,Ransomware,"Usernames, Medical Records",7846157,Ransomware,Security Patch,Email,3616,User Report,40,83.71,Yes,12.61,No,Medium,Malicious,Partially Encrypted,No,Yes,7.67,76,271.21,Delayed,Email
2000-10-02,Yahoo,UK,Retail,Malware,"SSNs, Passwords, Medical Records",4746161,Malware,Customer Compensation,Social Engineering,773,Law Enforcement,62,105.03,Yes,47.04,Yes,Low,Accidental,Partially Encrypted,Yes,Yes,-40.98,73,66.24,Immediately,Press Release
2000-03-10,Uber,Australia,Hospitality,Ransomware,"Passwords, SSNs, Medical Records",5225798,Ransomware,Customer Compensation,Email,2439,Security Tool,18,457.65,Yes,8.78,No,High,None,Unencrypted,No,No,-15.59,22,237.17,Delayed,Not Notified
2019-02-15,Target,France,Finance,Insider Threat,"Phone Numbers, SSNs",8502325,Insider Threat,Fined,Social Engineering,393,User Report,100,16.35,No,31.78,No,Medium,Accidental,Encrypted,No,Yes,-11.83,14,165.94,Immediately,Not Notified
2001-01-08,Uber,Brazil,Healthcare,Malware,"Passwords, Medical Records",3631599,Malware,Legal Action,Email,1273,Law Enforcement,33,394.64,Yes,44.66,Yes,Low,Accidental,Encrypted,No,Yes,-17.69,60,200.9,Delayed,Press Release
2019-04-19,Yahoo,Australia,Healthcare,Malware,"Usernames, Phone Numbers",8426599,Malware,Legal Action,Social Engineering,3162,Law Enforcement,87,123.52,Yes,35.07,No,Low,None,Partially Encrypted,Yes,Yes,-8.9,91,299.82,Immediately,Email
2021-11-29,Uber,Australia,Government,Malware,Medical Records,640322,Malware,Increased Monitoring,Web Exploit,1419,User Report,68,420.29,No,46.35,No,Low,Malicious,Partially Encrypted,No,No,-6.84,22,36.35,Delayed,Not Notified
2020-08-05,Equifax,UK,Retail,Ransomware,"SSNs, Emails",2143786,Ransomware,Legal Action,USB Drive,1150,Law Enforcement,61,191.23,Yes,49.85,No,High,Accidental,Unencrypted,No,Yes,-24.64,80,270.79,Delayed,Email
2000-06-26,Facebook,China,Hospitality,Ransomware,"Phone Numbers, Usernames, Passwords",8637552,Ransomware,Public Disclosure,API Vulnerability,3594,Security Tool,33,322.2,No,14.55,Yes,Medium,Accidental,Unencrypted,No,Yes,-38.93,13,50.28,Never Disclosed,Email
2003-03-01,Twitter,Australia,Finance,Data Leak,Credit Cards,8613222,Data Leak,Legal Action,USB Drive,2413,Internal Audit,54,25.18,No,5.61,No,Low,Malicious,Unencrypted,No,No,-30.82,56,129.85,Never Disclosed,Email
2002-07-15,Adobe,China,Education,Unpatched Software,Usernames,4562702,Unpatched Software,Security Patch,USB Drive,2542,Internal Audit,29,72.78,Yes,29.31,No,Low,Malicious,Unencrypted,Yes,Yes,-37.44,57,96.34,Never Disclosed,Not Notified
2015-10-22,Marriott,USA,Telecom,Malware,Emails,2449897,Malware,Security Patch,Cloud Misconfig,2354,Law Enforcement,57,358.6,Yes,12.73,No,High,None,Partially Encrypted,No,Yes,-46.19,66,205.93,Delayed,SMS
2013-07-14,Marriott,Australia,Technology,Phishing,Phone Numbers,3230500,Phishing,Legal Action,API Vulnerability,1460,Law Enforcement,8,93.04,Yes,22.87,Yes,Medium,Malicious,Encrypted,No,No,9.17,81,188.95,Never Disclosed,SMS
2009-05-20,Twitter,USA,Government,Insider Threat,Credit Cards,1521775,Insider Threat,Security Patch,Email,313,User Report,72,128.38,No,27.39,Yes,Low,None,Encrypted,Yes,Yes,-34.19,15,215.2,Delayed,Press Release
2007-10-09,LinkedIn,USA,Education,Ransomware,"Medical Records, Credit Cards, Phone Numbers",8839304,Ransomware,Public Disclosure,Web Exploit,1101,External Report,98,174.86,No,35.34,Yes,Low,None,Partially Encrypted,Yes,Yes,-41.2,29,299.82,Delayed,Email
2014-07-14,Target,Canada,Hospitality,Weak Passwords,"Phone Numbers, Credit Cards, SSNs",667518,Weak Passwords,Increased Monitoring,Social Engineering,570,Security Tool,44,105.62,No,18.55,Yes,Low,Malicious,Partially Encrypted,Yes,Yes,-24.73,59,208.72,Delayed,Not Notified
2004-10-16,Google,Germany,Hospitality,Unpatched Software,"Emails, SSNs",7138020,Unpatched Software,Public Disclosure,USB Drive,2083,External Report,40,489.3,No,31.28,Yes,Low,None,Unencrypted,Yes,Yes,2.68,63,284.38,Never Disclosed,Email
2001-05-13,Twitter,Brazil,Telecom,Data Leak,"Passwords, Usernames, Emails",5202657,Data Leak,Fined,API Vulnerability,3461,Internal Audit,87,475.81,Yes,34.34,Yes,High,None,Encrypted,Yes,Yes,-19.92,33,11.13,Immediately,Not Notified
2014-12-22,Facebook,Germany,Technology,Ransomware,"Passwords, SSNs, Medical Records",4924581,Ransomware,Customer Compensation,Social Engineering,2759,User Report,73,350.61,No,49.46,No,Medium,Accidental,Unencrypted,Yes,Yes,-33.84,63,124.28,Delayed,Press Release
2015-07-07,Target,Brazil,Technology,Data Leak,"Usernames, Credit Cards, Phone Numbers",2500309,Data Leak,Increased Monitoring,Web Exploit,2538,Internal Audit,54,94.99,No,12.56,Yes,High,None,Partially Encrypted,Yes,Yes,-33.88,10,144.66,Delayed,Email
2020-03-01,Adobe,Canada,Finance,Data Leak,"Phone Numbers, Usernames",1002114,Data Leak,Customer Compensation,Social Engineering,721,User Report,45,454.17,Yes,6.57,No,Medium,None,Encrypted,No,No,-33.55,91,58.84,Delayed,SMS
2017-12-31,Twitter,Canada,Technology,Insider Threat,SSNs,9768456,Insider Threat,Fined,Cloud Misconfig,2412,User Report,3,115.03,Yes,35.84,No,Medium,Malicious,Encrypted,Yes,No,-4.27,0,225.0,Immediately,Press Release
2004-06-30,LinkedIn,UK,Healthcare,Phishing,"Credit Cards, Phone Numbers, SSNs",2084245,Phishing,Customer Compensation,Web Exploit,1446,Internal Audit,78,465.71,Yes,43.91,No,Medium,Malicious,Encrypted,Yes,Yes,-39.53,44,199.68,Delayed,Press Release
2003-10-11,Yahoo,Russia,Government,Malware,"Passwords, Phone Numbers",7458447,Malware,Increased Monitoring,Cloud Misconfig,1313,User Report,78,94.99,Yes,44.66,No,High,Malicious,Unencrypted,Yes,Yes,3.59,22,90.62,Immediately,Press Release
2001-02-17,Adobe,UK,Technology,Ransomware,"Medical Records, SSNs, Emails",2996335,Ransomware,Increased Monitoring,Email,1634,User Report,22,59.97,Yes,17.34,Yes,Low,None,Unencrypted,No,No,-12.8,34,182.0,Delayed,Email
2002-12-17,Facebook,Germany,Education,Ransomware,Passwords,918588,Ransomware,Legal Action,Email,564,External Report,53,67.66,No,10.81,No,Low,Malicious,Encrypted,Yes,Yes,-46.62,31,197.03,Delayed,SMS
2002-01-23,Target,France,Healthcare,Malware,"Credit Cards, Phone Numbers, SSNs",1492080,Malware,Security Patch,API Vulnerability,1395,User Report,41,272.17,No,6.74,Yes,Medium,None,Partially Encrypted,Yes,No,-8.55,65,139.62,Delayed,Not Notified
2003-12-25,Google,China,Retail,Unpatched Software,"Passwords, Phone Numbers, Usernames",2974235,Unpatched Software,Legal Action,Web Exploit,2543,User Report,41,291.19,No,15.19,Yes,Low,None,Partially Encrypted,No,Yes,-15.52,51,184.88,Immediately,SMS
2022-09-18,Equifax,USA,Government,Insider Threat,"Usernames, Phone Numbers",9176222,Insider Threat,Fined,Cloud Misconfig,165,Internal Audit,6,485.8,Yes,18.55,No,High,Malicious,Partially Encrypted,No,Yes,-1.32,67,62.47,Never Disclosed,Email
2007-06-21,LinkedIn,USA,Telecom,Weak Passwords,"Credit Cards, Passwords",9512964,Weak Passwords,Increased Monitoring,API Vulnerability,671,Internal Audit,96,301.1,No,49.42,Yes,Low,Malicious,Partially Encrypted,Yes,Yes,-44.46,60,11.13,Delayed,Email
2001-03-30,Target,USA,Telecom,Data Leak,"Medical Records, Emails",3592512,Data Leak,Customer Compensation,Web Exploit,3370,Security Tool,62,430.3,Yes,38.25,No,Medium,None,Unencrypted,No,No,-32.82,28,37.53,Delayed,Email
2002-02-07,Uber,UK,Finance,Insider Threat,SSNs,7337384,Insider Threat,Legal Action,Web Exploit,2529,User Report,80,61.45,No,19.39,No,Low,Malicious,Encrypted,No,Yes,-40.94,22,52.84,Immediately,Press Release
2001-02-04,Target,UK,Telecom,Insider Threat,"Emails, Medical Records",8530447,Insider Threat,Fined,Web Exploit,2092,Law Enforcement,86,485.8,Yes,48.26,Yes,Low,Malicious,Unencrypted,Yes,No,-2.42,69,176.14,Immediately,Press Release
2002-08-20,LinkedIn,Canada,Telecom,Data Leak,SSNs,6328259,Data Leak,Fined,API Vulnerability,3036,Law Enforcement,1,386.98,No,8.52,No,High,Accidental,Unencrypted,No,Yes,-47.05,11,228.39,Delayed,Press Release
2008-05-06,Equifax,Russia,Government,Insider Threat,"Usernames, Passwords, SSNs",7609538,Insider Threat,Fined,Email,1337,Internal Audit,76,111.82,Yes,29.45,Yes,High,Accidental,Partially Encrypted,Yes,Yes,-49.15,53,100.58,Delayed,Email
2003-07-16,Yahoo,Brazil,Healthcare,Data Leak,"Emails, Usernames",1706855,Data Leak,Legal Action,Cloud Misconfig,1981,Internal Audit,94,383.92,Yes,19.39,No,Low,Malicious,Partially Encrypted,Yes,Yes,-29.62,58,205.07,Never Disclosed,Press Release
2011-04-23,Marriott,France,Hospitality,Malware,"Credit Cards, Passwords",2924256,Malware,Legal Action,Social Engineering,2444,Internal Audit,17,237.17,No,36.36,Yes,Medium,Malicious,Unencrypted,No,Yes,-42.82,52,18.16,Delayed,Email
2021-06-23,Facebook,Germany,Education,Data Leak,Medical Records,5102856,Data Leak,Customer Compensation,Cloud Misconfig,3598,Security Tool,26,264.39,No,3.33,No,High,Malicious,Partially Encrypted,No,Yes,-5.99,16,154.06,Immediately,Press Release
2000-02-11,Twitter,UK,Technology,Malware,"Usernames, Credit Cards, Phone Numbers",108621,Malware,Increased Monitoring,Social Engineering,1228,Law Enforcement,50,134.08,Yes,35.92,Yes,Medium,Malicious,Unencrypted,Yes,No,1.77,56,293.67,Never Disclosed,Not Notified
2008-09-13,Marriott,India,Healthcare,Data Leak,Medical Records,5475724,Data Leak,Increased Monitoring,Email,2543,User Report,64,43.08,No,8.08,Yes,High,None,Encrypted,Yes,No,-14.81,32,113.04,Never Disclosed,SMS
2007-02-18,Uber,Germany,Telecom,Ransomware,"Credit Cards, SSNs, Passwords",5904942,Ransomware,Legal Action,Social Engineering,3189,External Report,47,496.67,No,32.6,No,Medium,Malicious,Unencrypted,No,Yes,-20.83,64,262.84,Immediately,SMS
2020-02-01,Twitter,Brazil,Government,Malware,Phone Numbers,8434227,Malware,Fined,API Vulnerability,1404,Security Tool,88,81.44,Yes,15.06,No,Medium,Malicious,Encrypted,Yes,Yes,-45.49,35,25.77,Immediately,Press Release
2020-03-04,Twitter,Australia,Finance,Insider Threat,"Usernames, Medical Records, SSNs",9101421,Insider Threat,Customer Compensation,Cloud Misconfig,3162,User Report,28,3.37,No,36.35,Yes,Medium,Malicious,Partially Encrypted,Yes,Yes,-43.97,32,210.03,Immediately,SMS
2021-06-30,Target,China,Education,Ransomware,"SSNs, Emails",9429718,Ransomware,Security Patch,Web Exploit,763,User Report,37,427.22,No,29.09,Yes,High,Accidental,Unencrypted,No,Yes,-46.95,77,277.01,Immediately,SMS
2007-03-22,Equifax,Germany,Education,Malware,Phone Numbers,4620082,Malware,Customer Compensation,Cloud Misconfig,570,Security Tool,21,129.64,Yes,42.4,Yes,Low,Accidental,Partially Encrypted,Yes,Yes,-49.51,22,112.48,Delayed,Not Notified
2003-08-12,Equifax,UK,Education,Ransomware,Emails,2439808,Ransomware,Legal Action,Web Exploit,2529,External Report,15,161.78,Yes,2.33,Yes,Medium,None,Partially Encrypted,No,Yes,-22.68,85,61.12,Delayed,Not Notified
2024-04-08,Google,UK,Healthcare,Ransomware,"Phone Numbers, Credit Cards",3620992,Ransomware,Customer Compensation,Email,322,Law Enforcement,37,234.21,Yes,25.31,No,Medium,Malicious,Encrypted,No,Yes,-23.46,58,32.89,Never Disclosed,Press Release
2022-08-29,Uber,USA,Education,Weak Passwords,"SSNs, Emails",4951672,Weak Passwords,Public Disclosure,Email,2772,User Report,96,267.5,Yes,42.36,Yes,High,Malicious,Partially Encrypted,Yes,Yes,-34.03,5,234.88,Immediately,Not Notified
2006-06-18,Uber,Germany,Healthcare,Insider Threat,"Credit Cards, Medical Records",1635750,Insider Threat,Public Disclosure,Email,705,Security Tool,27,44.94,No,5.21,Yes,Medium,Accidental,Unencrypted,Yes,Yes,-11.95,38,257.61,Immediately,SMS
2024-01-09,Uber,UK,Healthcare,Phishing,"Usernames, Medical Records",8571593,Phishing,Legal Action,Cloud Misconfig,1207,User Report,87,20.42,No,45.74,Yes,Medium,Accidental,Unencrypted,Yes,No,-12.78,85,295.92,Immediately,Press Release
2003-09-09,Twitter,Brazil,Education,Insider Threat,"Passwords, Emails, Credit Cards",7575438,Insider Threat,Security Patch,Social Engineering,2814,External Report,18,484.14,No,1.25,Yes,Low,Accidental,Partially Encrypted,Yes,Yes,-3.53,14,203.29,Immediately,Not Notified
2020-07-24,Marriott,Australia,Government,Phishing,"SSNs, Usernames",490304,Phishing,Fined,Email,3273,External Report,5,289.29,No,20.3,No,Low,None,Encrypted,Yes,Yes,-46.42,7,42.48,Never Disclosed,Press Release
2021-07-12,Adobe,China,Telecom,Malware,SSNs,4848555,Malware,Increased Monitoring,Web Exploit,546,Internal Audit,53,0.6,No,31.43,Yes,Low,None,Unencrypted,Yes,No,6.98,47,206.68,Never Disclosed,Press Release
2008-03-12,Target,Australia,Government,Ransomware,"Phone Numbers, Credit Cards, Usernames",2248032,Ransomware,Security Patch,USB Drive,2161,Security Tool,18,301.24,No,36.99,Yes,High,Accidental,Encrypted,Yes,Yes,-35.55,26,231.39,Never Disclosed,SMS
2008-01-05,Yahoo,Russia,Retail,Insider Threat,SSNs,1613434,Insider Threat,Legal Action,Cloud Misconfig,1536,Security Tool,12,452.64,No,23.58,No,Medium,None,Partially Encrypted,Yes,Yes,-2.97,76,200.9,Never Disclosed,Not Notified
2015-07-01,Facebook,France,Technology,Ransomware,"SSNs, Emails, Medical Records",3520294,Ransomware,Security Patch,API Vulnerability,1543,Internal Audit,99,472.5,Yes,2.77,No,Medium,None,Encrypted,No,Yes,-9.25,45,260.78,Immediately,Email
2015-11-28,Twitter,Canada,Retail,Weak Passwords,Emails,282848,Weak Passwords,Increased Monitoring,Social Engineering,1184,Internal Audit,45,42.49,No,17.12,Yes,Low,None,Unencrypted,No,No,8.55,95,198.95,Delayed,SMS
2007-07-16,Uber,USA,Finance,Ransomware,Usernames,8823145,Ransomware,Customer Compensation,API Vulnerability,425,Law Enforcement,36,453.2,Yes,31.02,Yes,Medium,None,Encrypted,No,No,-27.76,13,133.71,Never Disclosed,Not Notified
2016-12-29,Yahoo,Germany,Healthcare,Unpatched Software,SSNs,5090076,Unpatched Software,Security Patch,Email,384,Law Enforcement,18,254.33,Yes,27.55,Yes,Low,Malicious,Partially Encrypted,No,No,2.84,8,208.93,Immediately,Not Notified
2020-06-18,Target,Canada,Finance,Insider Threat,"Phone Numbers, SSNs, Passwords",8286587,Insider Threat,Fined,Cloud Misconfig,2444,User Report,14,186.84,No,37.32,Yes,High,Malicious,Partially Encrypted,No,No,-8.57,5,195.07,Immediately,Email
2020-09-01,Facebook,UK,Government,Phishing,"Phone Numbers, Medical Records",2054504,Phishing,Legal Action,Cloud Misconfig,1250,Security Tool,71,413.98,Yes,22.68,No,Low,Malicious,Encrypted,Yes,Yes,-9.2,76,216.41,Never Disclosed,SMS
2015-08-25,Adobe,Australia,Technology,Ransomware,Phone Numbers,2993845,Ransomware,Security Patch,Cloud Misconfig,469,User Report,32,1.82,No,17.65,Yes,High,Malicious,Encrypted,Yes,No,5.11,40,68.4,Never Disclosed,Press Release
2008-11-17,Google,Australia,Education,Ransomware,"Medical Records, Credit Cards",6176279,Ransomware,Fined,USB Drive,1337,Law Enforcement,98,365.12,No,24.95,Yes,Medium,Malicious,Partially Encrypted,No,No,-19.92,76,113.42,Never Disclosed,Press Release
2013-01-09,Target,USA,Retail,Ransomware,"Credit Cards, SSNs, Usernames",5762433,Ransomware,Legal Action,Web Exploit,537,Law Enforcement,87,73.54,Yes,18.83,No,Low,None,Encrypted,No,Yes,9.02,49,244.75,Immediately,SMS
2005-06-03,Adobe,Canada,Education,Malware,"Medical Records, Emails",7691954,Malware,Public Disclosure,Social Engineering,3632,User Report,80,174.74,Yes,36.19,No,Low,Accidental,Encrypted,Yes,No,-2.97,83,286.82,Never Disclosed,Press Release
2008-12-01,Yahoo,Brazil,Finance,Phishing,"Credit Cards, Phone Numbers",8036789,Phishing,Increased Monitoring,USB Drive,1884,Internal Audit,84,224.65,No,2.54,No,Low,Malicious,Encrypted,No,Yes,-2.17,95,15.59,Never Disclosed,Not Notified
2001-11-22,Marriott,Germany,Healthcare,Ransomware,Credit Cards,4695995,Ransomware,Legal Action,API Vulnerability,3378,Internal Audit,65,345.38,No,33.59,No,High,Malicious,Partially Encrypted,No,Yes,-1.57,6,77.38,Immediately,Email
2004-06-06,Facebook,USA,Technology,Weak Passwords,Credit Cards,9521179,Weak Passwords,Security Patch,USB Drive,2122,User Report,85,411.86,No,25.41,No,Medium,None,Partially Encrypted,No,Yes,-50.0,94,242.92,Immediately,SMS
2005-03-22,Adobe,Russia,Retail,Unpatched Software,SSNs,1136699,Unpatched Software,Security Patch,Cloud Misconfig,3350,Security Tool,11,227.56,Yes,10.71,No,Medium,Accidental,Unencrypted,Yes,Yes,-29.64,43,183.83,Immediately,Email
